Year;Month;Day;Gage_1;Gage_3;Gage_4;Gage_5;Gage_7;Gage_8;Gage_45;Gage_46;Gage_56;Gage_57;Gage_58;Gage_59;Gage_62;Gage_63;Gage_72
1983;7;19;0.76;1.27;1.52;1.27;0.00;0.76;2.79;1.52;1.78;0.51;1.78;2.54;2.29;2.54;4.06
1983;7;20;13.97;17.78;22.10;30.73;18.80;23.11;21.59;22.86;10.92;18.29;22.86;24.64;13.21;13.21;13.72
1983;7;21;0.25;0.51;0.00;0.25;0.25;0.00;1.78;2.79;0.76;2.03;2.79;3.30;1.27;1.27;2.03
1983;7;22;8.64;13.46;7.62;21.08;3.05;4.06;2.03;1.27;2.79;1.02;0.00;0.00;2.03;1.02;0.51
1983;7;23;0.00;5.84;2.54;7.37;0.00;0.76;0.51;0.00;0.76;2.29;2.03;1.02;0.51;0.76;0.00
1983;7;24;13.21;13.72;6.60;11.68;7.37;8.13;27.69;28.70;16.26;31.50;32.00;33.27;19.05;28.96;18.80
1983;7;25;2.03;7.87;9.91;13.21;25.40;22.10;0.00;0.51;0.51;0.00;0.51;1.02;1.02;1.78;1.52
1983;7;26;1.02;0.76;2.79;1.02;3.30;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;7;28;13.21;14.22;4.32;5.84;7.62;5.33;8.64;7.87;4.57;5.33;4.83;8.89;7.62;9.65;4.32
1983;7;31;0.00;0.76;0.00;0.00;0.00;0.00;0.51;0.51;3.56;0.00;0.51;0.51;4.57;4.32;1.27
1983;8;1;2.29;0.51;9.91;5.33;7.37;5.33;3.30;0.51;4.32;3.56;1.78;0.00;0.51;0.51;4.32
1983;8;2;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;8;3;6.86;1.52;14.48;8.64;7.11;12.19;1.02;0.51;0.00;0.00;0.00;1.52;0.00;0.00;0.00
1983;8;4;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.25;0.76;0.25;0.76;1.02;0.00;0.76;0.00
1983;8;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;0.76;1.52;1.27;0.00
1983;8;7;10.41;15.49;8.89;15.75;7.62;12.45;7.62;2.03;3.81;12.45;5.08;4.57;1.78;5.08;4.83
1983;8;8;0.25;0.00;0.00;0.51;0.00;0.51;0.00;0.76;0.00;0.00;0.00;0.76;0.76;0.00;0.51
1983;8;9;9.14;7.62;6.60;8.13;7.62;7.87;7.87;9.40;4.06;5.08;4.83;5.33;7.37;4.06;3.81
1983;8;10;0.76;1.52;1.27;3.05;0.25;0.76;0.76;0.25;0.00;0.00;0.00;0.00;0.00;1.02;0.00
1983;8;12;4.32;5.33;7.87;4.32;6.10;4.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;8;15;5.08;5.08;5.59;5.84;7.11;7.87;6.60;7.87;12.95;6.60;7.62;12.19;15.75;12.45;11.68
1983;8;16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.29;0.00;0.00;0.00;4.83;1.27;1.78
1983;8;17;0.51;0.76;2.03;0.76;4.06;3.05;5.08;5.33;6.60;8.64;8.13;11.43;7.87;9.40;9.91
1983;8;23;1.78;0.00;0.00;0.00;1.02;3.05;0.76;0.51;0.51;1.52;0.00;4.32;0.51;1.02;0.00
1983;8;25;0.76;1.02;0.76;0.51;0.00;0.00;2.29;0.00;0.51;1.27;0.51;0.76;2.79;1.52;0.51
1983;8;26;2.29;0.25;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.76;0.00;0.51;0.00;0.00;0.00
1983;8;28;0.00;2.29;5.59;5.33;15.75;5.08;6.86;2.79;0.00;1.78;2.54;2.79;0.51;2.29;0.76
1983;8;29;10.41;12.95;9.40;10.92;8.38;11.94;7.62;8.38;6.35;6.60;12.95;13.72;5.84;6.10;7.62
1983;8;31;0.00;0.00;0.76;0.00;0.76;0.00;2.79;2.54;0.51;1.78;0.51;0.00;0.51;0.00;0.00
1983;9;2;0.00;0.00;0.00;0.00;1.02;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;9;6;1.27;4.83;21.59;18.80;16.51;28.45;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00
1983;9;9;2.03;0.00;0.51;0.00;0.25;1.27;5.08;1.78;2.79;8.89;8.13;3.30;2.29;7.11;3.05
1983;9;10;3.30;11.68;5.08;16.00;9.14;12.45;24.13;24.13;8.64;21.59;20.07;23.62;8.64;15.75;17.02
1983;9;12;18.80;14.48;0.00;0.76;0.00;0.00;0.00;0.00;1.78;0.51;0.51;1.27;1.02;0.76;1.27
1983;9;13;0.00;0.51;4.57;0.76;3.05;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;9;14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;0.00;0.00
1983;9;15;0.00;1.78;8.89;7.37;17.53;12.19;2.79;1.52;2.54;3.30;1.27;1.27;0.76;0.51;0.76
1983;9;16;2.03;0.76;1.52;0.76;0.76;1.27;0.76;2.54;0.51;0.00;0.51;1.52;1.52;1.02;1.02
1983;9;17;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;9;20;0.51;0.00;1.27;0.51;0.76;2.54;36.07;25.91;21.59;38.86;36.07;17.78;18.54;26.67;32.51
1983;9;22;2.79;2.54;7.11;3.05;4.32;5.08;2.03;1.52;0.00;1.02;1.02;2.03;1.02;0.51;0.00
1983;9;23;11.94;15.24;8.38;10.41;7.11;7.87;8.38;5.33;5.08;6.35;5.08;6.10;6.86;6.60;3.30
1983;9;24;6.86;7.37;5.33;8.13;6.60;6.86;12.70;11.68;14.22;16.51;11.18;0.00;8.64;8.13;13.46
1983;9;26;0.00;0.00;0.00;0.00;0.00;0.00;4.06;9.65;4.57;3.56;7.87;7.87;4.57;4.32;11.94
1983;9;27;23.11;16.00;23.37;18.29;25.91;23.11;15.24;12.45;7.62;10.92;10.92;11.43;12.45;13.97;12.70
1983;9;28;41.91;43.43;37.34;43.18;37.59;42.42;32.51;29.46;35.31;34.04;33.27;36.58;36.07;35.56;32.00
1983;9;29;3.81;1.27;1.52;1.02;0.00;0.00;0.00;0.00;1.52;0.00;0.00;0.76;1.27;0.00;0.76
1983;9;30;24.64;22.35;22.10;28.19;22.35;27.69;18.54;16.76;13.97;17.02;17.78;17.78;14.22;14.99;14.48
1983;10;1;11.43;9.14;8.13;9.14;10.16;11.43;15.75;14.73;14.73;15.49;16.00;16.76;14.73;14.22;14.99
1983;10;2;25.65;19.30;24.38;22.35;22.61;25.91;33.53;37.08;33.27;36.07;40.39;44.70;44.45;43.94;37.85
1983;10;3;1.78;0.76;0.00;2.29;2.79;2.29;4.32;0.76;7.11;4.06;1.27;0.51;0.51;0.76;3.56
1983;10;19;7.37;9.65;4.06;7.87;6.35;6.10;10.16;13.72;5.08;8.89;10.67;14.73;8.13;8.89;8.38
1983;10;20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;10;24;0.51;0.00;0.00;0.00;0.00;0.00;1.27;1.52;2.29;0.00;1.52;2.79;20.83;8.89;2.29
1983;10;25;0.00;0.00;0.51;0.00;0.00;1.02;1.27;0.51;0.76;0.00;0.00;1.02;0.51;0.25;0.00
1983;10;26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;10;27;2.03;1.27;1.02;1.27;1.02;1.27;5.33;1.27;1.27;1.78;1.02;1.02;0.00;0.00;0.00
1983;11;3;0.00;0.00;6.86;0.00;0.00;0.00;8.89;7.87;13.46;12.19;9.14;8.38;12.70;10.16;11.94
1983;11;4;0.00;0.00;0.25;0.00;0.00;0.00;0.25;0.25;0.25;0.25;0.76;0.51;0.25;0.25;0.00
1983;11;21;0.00;0.00;18.03;0.00;0.00;0.00;0.00;24.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;11;25;0.00;0.00;3.05;0.00;0.00;0.00;0.00;5.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;12;1;0.00;0.00;1.52;0.00;0.00;0.00;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;12;2;0.00;0.00;9.14;0.00;0.00;0.00;0.00;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;12;25;0.00;0.00;2.54;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1983;12;26;0.00;0.00;1.52;0.00;0.00;0.00;0.00;2.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;2;0.00;0.00;24.38;0.00;0.00;0.00;0.00;16.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;3;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;5;0.00;0.00;6.35;0.00;0.00;0.00;0.00;5.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;6;0.00;0.00;1.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;7;0.00;0.00;7.87;0.00;0.00;0.00;0.00;6.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;1;9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;4;6;0.00;0.00;12.19;0.00;0.00;0.00;0.00;11.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;4;7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;4;28;0.00;0.00;1.02;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;5;15;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;5;28;1.52;0.00;1.27;0.00;0.00;0.00;0.00;1.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;5;31;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;6;3;0.00;0.00;1.52;0.00;0.00;0.00;0.00;8.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;6;16;0.25;0.25;0.51;1.02;0.76;0.51;1.78;0.25;1.27;1.27;0.00;0.00;0.00;0.00;0.25
1984;6;24;2.03;1.27;2.29;1.52;3.81;3.30;9.40;9.91;8.64;8.38;7.37;9.91;6.35;4.06;5.08
1984;6;25;6.10;3.81;0.51;1.52;1.52;2.79;2.79;3.30;6.10;7.11;5.08;4.32;3.30;5.84;4.06
1984;6;27;0.76;0.51;0.25;0.76;0.25;0.25;2.79;4.57;1.27;4.57;12.70;11.68;12.45;6.60;6.60
1984;6;28;8.89;16.51;14.48;16.51;12.19;14.22;14.22;9.40;5.59;14.22;10.67;12.95;8.38;8.13;9.91
1984;6;29;0.00;0.25;0.00;0.25;0.51;1.02;2.79;1.52;0.00;1.52;4.06;4.83;0.25;0.51;0.76
1984;6;30;5.59;4.83;4.06;13.97;1.52;10.67;3.05;12.70;2.29;3.30;14.73;10.16;5.84;15.75;6.35
1984;7;1;0.51;0.25;0.00;0.00;0.25;0.25;0.00;0.00;0.00;0.76;0.25;0.00;0.00;0.00;0.00
1984;7;2;0.00;0.00;0.00;0.00;0.00;0.00;3.30;1.02;1.52;4.83;1.78;2.79;3.56;2.29;4.06
1984;7;3;13.72;18.03;21.34;21.34;31.24;30.48;19.05;19.30;13.46;22.35;16.00;11.43;9.91;6.60;10.92
1984;7;4;4.57;2.03;0.51;0.51;0.25;0.51;0.25;0.25;0.00;0.25;0.25;0.25;0.00;0.00;0.00
1984;7;5;0.76;0.76;1.27;0.51;1.27;0.76;0.76;0.25;0.25;0.25;0.51;0.51;0.25;0.00;0.25
1984;7;9;0.51;1.02;0.76;1.52;2.03;1.78;15.75;7.37;4.57;10.67;10.92;5.59;0.25;11.18;15.24
1984;7;10;6.86;4.57;18.80;10.41;5.84;21.08;0.51;3.05;3.56;0.76;2.79;6.35;8.13;4.06;2.29
1984;7;11;6.10;4.06;5.33;3.56;4.06;3.81;4.32;4.57;4.32;5.08;5.08;8.38;5.33;4.57;4.83
1984;7;12;2.54;1.27;7.37;7.11;4.06;7.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;7;13;1.02;0.76;0.00;1.52;0.25;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;7;14;10.67;14.99;11.43;20.32;6.86;15.49;0.51;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;7;16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.76;1.02;1.02;0.76
1984;7;17;12.95;10.67;11.43;9.91;9.65;11.94;9.91;10.67;6.10;9.65;9.91;9.65;9.14;9.14;8.38
1984;7;18;10.92;21.08;17.02;32.77;6.35;30.23;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;7;20;0.76;1.52;5.08;4.32;11.18;7.37;1.78;3.30;0.25;2.03;0.25;0.25;0.00;0.25;0.00
1984;7;21;3.05;2.29;4.32;2.79;4.06;3.56;1.52;1.02;0.51;0.76;0.76;1.02;1.27;0.25;0.51
1984;7;22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.40;0.00;0.00;0.00;15.75;8.89;7.87
1984;7;23;9.91;17.27;8.13;16.51;4.32;12.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;7;25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;3.30;3.56;5.33;0.00
1984;7;27;14.99;18.03;18.29;17.78;16.00;24.13;7.62;5.08;10.41;11.18;11.18;12.95;12.70;16.51;15.49
1984;7;28;0.25;0.76;2.54;1.78;3.30;2.79;0.25;0.00;1.27;0.25;0.76;1.78;6.86;4.32;2.03
1984;7;29;1.52;2.03;4.32;2.29;5.59;6.86;13.46;13.21;0.76;10.16;6.60;5.59;0.25;1.27;0.76
1984;7;30;10.16;5.59;0.51;0.00;0.00;0.25;1.52;2.03;7.87;2.79;8.64;13.21;2.03;8.64;12.19
1984;7;31;0.76;0.51;0.51;3.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;8;1;0.00;1.27;0.00;0.51;0.00;0.76;1.02;0.51;0.76;0.51;1.02;1.52;0.00;0.00;0.00
1984;8;4;4.83;5.59;3.05;6.86;6.10;7.11;6.10;7.11;31.75;10.16;16.51;19.56;25.91;12.19;26.67
1984;8;7;0.00;0.00;0.00;0.00;0.00;0.00;5.33;3.56;7.62;10.67;11.18;9.14;2.03;12.45;13.21
1984;8;8;12.19;9.91;8.64;11.43;8.89;8.13;6.10;6.35;7.11;6.10;5.84;9.14;5.84;6.35;7.11
1984;8;9;0.25;0.25;0.51;0.25;0.25;0.00;0.25;0.00;0.76;0.25;0.51;0.51;0.76;0.76;0.51
1984;8;10;9.14;13.97;2.03;4.83;6.35;0.00;2.29;2.54;0.25;0.00;1.02;1.27;5.08;0.00;0.25
1984;8;11;3.56;0.51;0.51;2.03;1.02;0.00;0.51;0.00;2.29;2.03;0.00;0.00;1.02;0.51;0.25
1984;8;12;4.83;10.41;6.35;17.27;9.14;10.67;4.32;2.29;2.29;3.81;4.06;2.79;1.52;0.51;2.79
1984;8;13;6.10;6.10;13.72;11.68;15.49;11.68;3.05;3.56;11.94;2.79;3.05;5.33;16.51;6.10;7.62
1984;8;14;39.12;10.92;8.38;20.57;0.25;0.51;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;8;15;16.51;34.54;18.54;16.26;8.38;8.64;13.21;15.24;4.83;14.99;17.27;5.33;21.84;14.22;15.75
1984;8;16;7.37;12.19;7.37;11.94;9.91;11.68;37.59;22.86;29.72;36.58;34.54;37.85;23.88;24.38;25.91
1984;8;18;9.91;11.68;11.43;23.11;17.02;13.97;5.33;5.33;1.27;5.08;3.05;5.33;2.54;1.27;1.78
1984;8;21;7.87;6.60;6.86;12.19;11.18;16.51;6.35;11.18;5.84;9.65;7.37;8.64;7.11;10.41;14.22
1984;8;22;2.54;0.00;2.03;3.05;5.08;2.54;1.27;0.76;1.27;2.29;3.30;3.05;1.02;1.78;1.02
1984;8;24;0.00;0.00;0.00;0.00;0.00;0.00;1.27;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;8;25;18.29;17.53;22.35;30.99;19.05;20.83;19.56;12.19;21.34;21.08;17.53;16.26;18.80;17.27;23.62
1984;8;26;1.52;0.00;2.29;2.79;3.05;7.11;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00
1984;8;27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.25;0.51;1.02;0.76;0.51;0.25
1984;8;30;1.78;2.79;0.76;1.27;6.35;2.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;9;1;1.27;5.33;6.10;4.57;8.64;5.84;3.56;6.35;3.56;3.05;1.27;2.29;0.76;0.51;2.54
1984;9;10;4.32;5.84;7.11;2.29;8.13;9.14;0.76;1.52;3.56;1.78;2.54;4.83;4.57;1.02;1.78
1984;9;11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.76;0.00;0.00
1984;9;12;0.00;0.00;0.76;0.00;4.32;7.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;9;21;1.02;1.78;0.76;1.27;1.02;2.79;3.56;2.54;21.84;8.89;7.11;2.54;2.79;2.79;9.91
1984;9;25;6.10;8.13;6.86;10.16;7.62;9.91;8.38;7.37;9.91;7.87;9.40;9.91;9.65;8.89;10.92
1984;10;1;2.03;1.78;3.81;2.79;3.56;3.56;1.78;2.79;1.78;2.03;3.56;3.56;2.29;1.52;2.03
1984;10;2;7.37;8.89;7.37;10.16;5.84;9.14;3.30;2.79;2.79;2.54;2.79;4.32;6.10;4.83;3.05
1984;10;3;16.00;20.57;16.26;18.80;17.02;22.61;27.69;32.51;29.21;31.24;32.51;31.75;30.23;28.70;33.02
1984;10;19;0.00;0.00;0.25;0.00;0.00;0.00;0.76;0.25;0.00;0.00;0.25;0.25;0.00;0.00;0.00
1984;10;20;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.51;0.00;0.00;0.25;0.00;0.00;0.00
1984;10;23;6.86;8.64;5.33;6.60;3.56;5.84;10.16;12.45;10.16;12.45;9.91;16.51;11.94;13.21;8.64
1984;10;24;8.13;7.87;10.41;10.92;9.40;9.65;0.00;1.27;6.10;0.00;0.00;0.00;0.00;0.00;0.00
1984;10;26;0.00;0.00;4.06;0.00;0.00;0.00;0.00;2.79;1.52;0.00;0.00;0.00;0.00;0.00;0.00
1984;11;23;0.00;0.00;21.34;0.00;0.00;0.00;0.00;19.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;11;25;0.00;0.00;5.59;0.00;0.00;0.00;0.00;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;4;0.00;0.00;13.72;0.00;0.00;0.00;0.00;6.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;9;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;10;0.00;0.00;3.05;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;11;0.00;0.00;10.92;0.00;0.00;0.00;0.00;11.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;13;0.00;0.00;16.51;0.00;0.00;0.00;0.00;14.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;14;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;15;0.00;0.00;0.76;0.00;0.00;0.00;0.00;4.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;19;0.00;0.00;5.08;0.00;0.00;0.00;0.00;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;20;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;27;0.00;0.00;31.24;0.00;0.00;0.00;0.00;26.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1984;12;28;0.00;0.00;0.51;0.00;0.00;0.00;0.00;1.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;7;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;8;0.00;0.00;0.51;0.00;0.00;0.00;0.00;1.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;12;0.00;0.00;0.51;0.00;0.00;0.00;0.00;6.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;15;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;16;0.00;0.00;2.54;0.00;0.00;0.00;0.00;4.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;1;26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;3;0.00;0.00;4.32;0.00;0.00;0.00;0.00;3.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;4;0.00;0.00;5.33;0.00;0.00;0.00;0.00;3.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;5;0.00;0.00;1.02;0.00;0.00;0.00;0.00;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;21;0.00;0.00;4.83;0.00;0.00;0.00;0.00;8.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;22;0.00;0.00;1.52;0.00;0.00;0.00;0.00;2.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;2;27;0.00;0.00;0.76;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;3;13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;3;15;0.00;0.00;4.32;0.00;0.00;0.00;0.00;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;3;29;0.00;0.00;3.05;0.00;0.00;0.00;0.00;5.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;4;26;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;4;27;0.00;0.00;13.21;0.00;0.00;0.00;0.00;8.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;4;28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;5;2;0.00;0.00;3.05;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;5;29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;6;19;0.00;0.00;0.25;0.00;0.00;0.00;0.00;4.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;6;20;0.00;0.00;12.19;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;7;6;0.76;0.76;1.02;0.76;1.02;1.52;2.79;7.11;2.03;1.78;12.19;7.87;3.30;9.40;2.79
1985;7;9;0.76;0.00;0.00;0.51;0.25;1.78;1.52;0.51;1.78;1.52;2.29;1.78;0.00;0.76;1.02
1985;7;10;0.00;0.00;0.00;0.00;0.00;0.00;1.78;1.27;1.52;1.02;1.52;4.57;5.84;6.60;2.29
1985;7;11;0.76;1.52;1.52;2.29;0.76;1.78;0.00;0.00;3.05;0.25;1.52;3.81;5.84;5.59;3.56
1985;7;13;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.76;1.02;0.00;1.78;0.51;1.52
1985;7;14;11.18;11.43;10.92;14.99;17.02;14.22;3.81;5.59;14.99;9.14;8.38;7.37;6.86;8.64;12.45
1985;7;15;2.03;0.76;2.79;1.52;2.03;1.78;6.10;5.59;1.02;4.32;9.14;12.19;13.21;17.53;3.81
1985;7;17;11.43;13.21;7.11;25.65;10.41;23.62;21.08;16.26;35.81;16.00;8.89;16.00;29.97;55.12;35.31
1985;7;18;1.52;0.00;0.25;0.76;0.25;1.02;2.54;3.05;8.64;3.56;4.57;4.32;5.59;2.29;4.83
1985;7;19;3.81;2.79;1.52;3.05;3.30;0.51;2.03;5.08;3.81;5.33;5.33;2.54;3.56;1.52;4.83
1985;7;20;2.54;1.27;5.59;2.54;4.32;4.57;7.87;10.41;6.10;18.54;16.51;15.75;16.76;13.97;13.72
1985;7;21;0.00;10.16;0.00;0.00;0.00;0.00;3.30;13.21;10.41;4.83;26.16;41.66;25.15;24.38;8.89
1985;7;26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.76;4.06;0.76;0.00;3.81;0.51;1.02;0.51
1985;7;27;1.02;0.76;0.51;1.02;0.76;1.27;0.00;9.14;0.00;0.00;6.10;4.06;0.00;2.79;0.00
1985;7;28;1.78;1.78;0.51;1.27;1.27;1.27;0.00;0.76;0.00;0.00;0.51;1.27;0.00;1.02;0.25
1985;7;30;3.05;3.81;1.27;7.62;5.84;6.86;10.41;13.46;7.11;9.14;17.53;22.10;9.14;18.03;10.41
1985;7;31;0.76;0.00;3.56;5.84;2.79;5.84;4.83;5.59;0.76;4.57;4.83;2.79;0.25;0.76;0.25
1985;8;1;0.51;1.27;1.02;1.02;2.03;2.03;5.33;5.59;1.78;4.06;2.29;2.54;1.78;1.78;2.54
1985;8;2;13.97;10.16;10.67;10.16;5.84;6.60;19.05;18.29;13.46;16.00;20.07;23.88;6.60;18.29;15.75
1985;8;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.76;0.00;0.00
1985;8;6;7.11;4.57;5.84;4.57;3.81;6.10;6.86;7.62;7.11;6.86;15.75;21.84;8.89;14.22;7.11
1985;8;9;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;8;10;0.00;0.51;0.00;1.52;0.76;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1985;8;11;7.62;4.83;7.37;3.81;2.79;4.83;5.59;0.00;6.35;6.60;1.52;1.52;4.83;1.78;3.30
